Name,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,Filename,Internal ID,Unique Entry ID,Purchasable
Prince's poster,1000,250,Blue,White,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlFlg12,10360,68H5r3uMwggsc2kmJ,1
Puck's poster,1000,250,Pink,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPgn06,10660,6Se2MqCNcHdGWqeC5,1
Puddles's poster,1000,250,Orange,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlFlg06,10556,tunDgBMtwSifLLdN3,1
Pudge's poster,1000,250,Black,White,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCbr03,10676,dDSKfTya3QTyh8Gjy,1
Punchy's poster,1000,250,Beige,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat06,10819,3r4vhGwkYtLyEqwJA,1
Purrl's poster,1000,250,Purple,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat07,10802,BjNrvZWnP5PC6iNLH,1
Queenie's poster,1000,250,Green,Gray,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlOst00,10543,n3Gdn5yw4h82w5op8,1
Quillson's poster,1000,250,Black,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDuk17,10658,6YBcYo6SHaAauLbig,1
Raddle's poster,1000,250,Red,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlFlg15,10629,MeqY2RNGciids5NpS,1
Rasher's poster,1000,250,Gray,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPig02,10625,nrLJn9e3mYfWpDBEJ,1
Raymond's poster,1000,250,Orange,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat23,10861,dgpJWYgReKo6wz4ze,1
Redd's poster,1000,250,Pink,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpFox,10471,Qcucx9kPNCvZi3rgn,1
Reese's poster,1000,250,Pink,White,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpAlw,10772,MHeBTtcqpeMayYKRP,1
Renée's poster,1000,250,Black,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRhn08,10599,99uKcRHczGSMYQyKR,1
Reneigh's poster,1000,250,Brown,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlHrs16,10857,j2Wy2BRT84wYdjwRq,1
Resetti's poster,1000,250,Brown,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpMol,10313,7Jx8EuSDuPkB7dGRe,1
Rex's poster,1000,250,White,Purple,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlLon02,10618,pbnFnNJW6Skb7ApeN,1
Rhonda's poster,1000,250,Gray,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRhn01,10383,rDPrwQyncvtAkXSaW,1
Ribbot's poster,1000,250,Orange,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlFlg01,10572,4Zx8Z4oBos9JWo2Nk,1
Ricky's poster,1000,250,Purple,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlSqu10,10458,8g74W8PLgPxTjHQfC,1
Rizzo's poster,1000,250,Blue,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlMus09,10581,2Wfu27tu8sW7yhtXh,1
Roald's poster,1000,250,Blue,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPgn01,10328,2JqzTaAK3zFcYXsmd,1
Robin's poster,1000,250,Green,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBrd01,10809,fkMnRaekK68Dkb82F,1
Rocco's poster,1000,250,Pink,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlHip00,10527,GFFmrGWEBDXG9J828,1
Rocket's poster,1000,250,Purple,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlGor09,10427,oK3iva4CM3NjutKsv,1
Rod's poster,1000,250,Gray,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlMus05,10566,vj7Kd8rRxkczdCxd8,1
Rodeo's poster,1000,250,Light blue,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBul01,10446,GoRjEdZ8NAYvJgLCx,1
Rodney's poster,1000,250,White,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlHam03,10375,8eytJgiTY3dfE3fET,1
Rolf's poster,1000,250,Light blue,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlTig00,10509,LSD8WgchGo9wgNK3J,1
Rooney's poster,1000,250,Orange,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlKgr09,10487,dhMJ7rW6LBEJSjMLL,1
Rory's poster,1000,250,Black,Gray,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlLon07,10557,hGEuTdFLSTDctRfQP,1
Roscoe's poster,1000,250,Blue,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlHrs04,10690,YgRqmquNZSJoSD77K,1
Rosie's poster,1000,250,Blue,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat02,10805,p4q894fdXqasrD3F6,1
Rover's poster,1000,250,Orange,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpXct,10428,RciiC2AtWQhwFrmj2,1
Rowan's poster,1000,250,White,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlTig01,10592,zAH4Wk9Sjoc5ne3mE,1
Ruby's poster,1000,250,Brown,Colorful,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRbt09,10399,EhTjGy9tKqa7BRcNH,1
Rudy's poster,1000,250,Brown,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat20,10549,GjGb4j72Sk8TopGDX,1
Sable's poster,1000,250,Beige,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcSpHgs,10777,NepqxHJBZ64HNhvvk,1
Saharah's poster,1000,250,Orange,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcSpCml,10481,DZXW3BBTPajvAKHuM,1
Sally's poster,1000,250,Gray,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlSqu07,10575,LZoFLnj6X9CieDhBu,1
Samson's poster,1000,250,Orange,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlMus04,10674,pn9B8vsw4LemWmLJX,1
Sandy's poster,1000,250,White,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlOst02,10627,4ZWauJWaoKwmnoLf4,1
Savannah's poster,1000,250,Green,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlHrs02,10363,6X7oQFBzeo7eduLSt,1
Scoot's poster,1000,250,Gray,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDuk10,10376,SPvZRZRT9rvK6WxWD,1
Shari's poster,1000,250,Yellow,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlMnk07,10661,XiPaZJCqNPyayrvjD,1
Sheldon's poster,1000,250,Brown,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlSqu16,10645,H9QQe5uwwacHR2af8,1
Shep's poster,1000,250,Light blue,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDog18,10538,X2eFhNeeTmrgiBAYm,1
Sherb's poster,1000,250,Red,Colorful,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlGoa09,10863,MtpEJs8aWA7FjyMdR,1
Shrunk's poster,1000,250,Yellow,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpUpa,10341,b59v7Q9atMaXQHQ2m,1
Simon's poster,1000,250,Light blue,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlMnk02,10601,KBpcAwebS8hqjKt55,1
Skye's poster,1000,250,Orange,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlWol09,10489,Bndg4QmkodaMZK3Xy,1
Sly's poster,1000,250,Pink,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCrd06,10368,WjYc2DZzXggCBJAhP,1
Snake's poster,1000,250,Pink,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRbt03,10671,hspZqPbmbMm6sBz4u,1
Snooty's poster,1000,250,Orange,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlAnt06,10815,fyBvdEE3vBQZchZEF,1
Soleil's poster,1000,250,Brown,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlHam04,10511,hXSKWWGwXrqx8j2Ge,1
Sparro's poster,1000,250,Orange,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBrd18,10793,39i5FbPrnb6Lmswnt,1
Spike's poster,1000,250,White,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRhn02,10639,Koz4P4HPBqaGQGoc6,1
Spork's poster,1000,250,Green,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPig05,10454,uro5Da2XjsZbBkpu9,1
Sprinkle's poster,1000,250,Purple,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPgn14,10405,Fy44A4HLgaEE7FzZ5,1
Sprocket's poster,1000,250,Pink,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlOst03,10644,ZKuhJykkuAPgQMFQ5,1
Static's poster,1000,250,Gray,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlSqu08,10567,Bnb2HgCH9uGMZ6AKE,1
Stella's poster,1000,250,Red,Gray,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlShp03,10609,SRT6BKWnwc6anR6R2,1
Sterling's poster,1000,250,Colorful,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPbr07,10665,LLGB3Bpi7ogwfkTTQ,1
Stinky's poster,1000,250,Blue,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat13,10475,skv2ujAkXaTzzzibE,1
Stitches's poster,1000,250,Purple,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCbr05,10524,zQfw76eKCFPrsTifN,1
Stu's poster,1000,250,Brown,Purple,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBul03,10811,wXjvXJe2zahfKnCPo,1
Sydney's poster,1000,250,Purple,Orange,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlKal03,10582,sJWRfm2jKjDnRL34G,1
Sylvana's poster,1000,250,Gray,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlSqu14,10612,4rGhkCXbsJjcGfDBi,1
Sylvia's poster,1000,250,Orange,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlKgr06,10574,vYpAatEfgag85wdWu,1
T-Bone's poster,1000,250,Green,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBul05,10823,LkP5AroMHJ74fGFCc,1
Tabby's poster,1000,250,Yellow,Purple,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat12,10441,CcGQqRYaXDYm5HNsT,1
Tad's poster,1000,250,Yellow,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlFlg09,10641,RQdREf3jMXN3N8K9S,1
Tammi's poster,1000,250,Orange,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlMnk03,10476,SP6kTCmaurLMan4om,1
Tammy's poster,1000,250,Gray,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCbr17,10553,nEhjF7QncKCaM9p4h,1
Tangy's poster,1000,250,Black,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat05,10786,6uuJaHwede2mokjHe,1
Tank's poster,1000,250,Orange,Colorful,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRhn00,10578,MDBKhCriuHzaE5AgG,1
Tasha's poster,1000,250,Black,Gray,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlSqu13,10651,dMoK3ABwTdz23zXci,1
Teddy's poster,1000,250,White,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBea00,10775,ixTvEwsDwk6Ds3GEP,1
Tex's poster,1000,250,White,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPgn12,10546,Hboyp3aaRPYnz2oRS,1
Tia's poster,1000,250,Brown,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlElp10,10350,fuMQLKHZknMec5QCE,1
Tiffany's poster,1000,250,Brown,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRbt07,10635,jXww4iHeKwHfSdEFm,1
Timbra's poster,1000,250,White,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlShp10,10388,fAvLHWtjGMqQspwo9,1
Timmy's poster,1000,250,Brown,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcSpRcm,10437,9HKZ7Yobdm8uzLi7P,1
Tipper's poster,1000,250,Blue,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCow01,10359,2NfZ7Lyaf3h6KQm9m,1
Tom Nook's poster,1000,250,Brown,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcSpRco,10384,LoA9QSgWvDs9swufc,1
Tom's poster,1000,250,Green,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat15,10358,486Hm28f8Lhf7hKrR,1
Tommy's poster,1000,250,Pink,Orange,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcSpRct,10338,PsfADt3JFH9hgjwH2,1
Tortimer's poster,1000,250,Orange,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpTtlA,10792,grE9hynn8SMezzhzp,1
Truffles's poster,1000,250,White,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPig01,10691,aLBvsBuFd4keRH5hy,1
Tucker's poster,1000,250,Yellow,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlElp09,10477,jawmneAPTuqjCAa4c,1
Tutu's poster,1000,250,Orange,Orange,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBea07,10822,LgubGXNTTf3BP3aLN,1
Twiggy's poster,1000,250,Pink,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBrd03,10808,vEZEfxNrygmD65jCr,1
Tybalt's poster,1000,250,Pink,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlTig02,10610,7XvykMJkTtZWSatzZ,1
Ursala's poster,1000,250,White,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBea08,10812,96m3vKMmkCcXDZiQe,1
Velma's poster,1000,250,Brown,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlGoa06,10449,B9RkWdsytySCKWFqD,1
Vesta's poster,1000,250,Yellow,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlShp00,10418,ScsCTZ4iJAAs8bpZA,1
Vic's poster,1000,250,Red,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBul08,10415,KwZBqFXpduKCuoDhp,1
Victoria's poster,1000,250,Pink,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlHrs01,10497,Bv2eZ9NBpWmwSFjgx,1
Villager's poster,1000,250,Brown,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterVillager,10741,N6qEa462dfQ3kM2kv,1
Violet's poster,1000,250,Pink,Gray,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlGor07,10499,fsjvirmWruvYmPq8c,1
Vivian's poster,1000,250,Black,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlWol08,10603,hkAe3oJA89HzDobh3,1
Vladimir's poster,1000,250,Gray,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCbr06,10362,PTTctzp4KtCAceqkJ,1
Wade's poster,1000,250,Gray,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPgn09,10614,DypctyNoZp6NcNTRH,1
Walker's poster,1000,250,Orange,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDog06,10330,iA3PhsCuMmX8K4gLQ,1
Walt's poster,1000,250,Pink,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlKgr08,10559,QFKnT3NvdbZDwus4R,1
Wart Jr.'s poster,1000,250,Light blue,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlFlg05,10465,d2v37bvLF2HWXcB7R,1
Weber's poster,1000,250,Red,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDuk11,10636,6SgMa63zsFYoe7x3n,1
Wendell's poster,1000,250,Light blue,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpWrl,10434,k6zcPwQCXoL4ACve9,1
Wendy's poster,1000,250,Yellow,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlShp09,10381,4JqnDBARuzDahPbcZ,1
Whitney's poster,1000,250,Beige,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlWol03,10377,NxQfGWG5374SZkjZd,1
Willow's poster,1000,250,Blue,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlShp07,10327,rZJ77yhzuexaKnAkx,1
