Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Filename,Variant ID,Internal ID,Unique Entry ID,Purchasable
school desk,White & red,,,,False,False,False,,1100,275,White,Red,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,None,None,school,False,Desk,False,Does not play music,No lighting,FtrSchoolTableS_Remake_3_0,3_0,1328,pbR8h7okiYCT9jyzq,True
school desk,Gray & blue,,,,False,False,False,,1100,275,Gray,Blue,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,None,None,school,False,Desk,False,Does not play music,No lighting,FtrSchoolTableS_Remake_4_0,4_0,1328,Qx6YNk7AhB9MazrSk,True
school desk,Beige & green,,,,False,False,False,,1100,275,Beige,Green,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,None,None,school,False,Desk,False,Does not play music,No lighting,FtrSchoolTableS_Remake_5_0,5_0,1328,YgXsaQPD7XfQb87dD,True
screen,Bamboo,,,,False,False,False,,140000,35000,Yellow,Green,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenByoubu_Remake_0_0,0_0,716,BAwK7aGJs85NoNhus,True
screen,Plum,,,,False,False,False,,140000,35000,Yellow,Red,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenByoubu_Remake_1_0,1_0,716,gKr6QZnehqhAbkuDf,True
screen,Pine,,,,False,False,False,,140000,35000,Yellow,Green,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenByoubu_Remake_2_0,2_0,716,chz42N5FbGPkxyTgu,True
screen,Tiger,,,,False,False,False,,140000,35000,Yellow,Orange,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenByoubu_Remake_3_0,3_0,716,QXK8XrHKB23TFPKCE,True
screen,Dragon,,,,False,False,False,,140000,35000,Beige,Black,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrScreenByoubu_Remake_4_0,4_0,716,qfppYWqSiPywDiT4t,True
server,,,,,False,False,False,,100000,25000,Black,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,office,facility,None,None,True,Office,False,Does not play music,No lighting,FtrServer,,1126,7qaEQgzjaGm7XAep9,True
serving cart,Natural,,,,False,False,False,,1300,325,Beige,Beige,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,False,Kitchen Things,False,Does not play music,No lighting,FtrServingcart_Remake_0_0,0_0,1606,BsLHqpK32mj4b8Bkv,True
serving cart,Brown,,,,False,False,False,,1300,325,Brown,Brown,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,False,Kitchen Things,False,Does not play music,No lighting,FtrServingcart_Remake_1_0,1_0,1606,YJY35LRvtezzx7edn,True
serving cart,White,,,,False,False,False,,1300,325,White,White,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,False,Kitchen Things,False,Does not play music,No lighting,FtrServingcart_Remake_2_0,2_0,1606,q3D4ZSmsp6Gon9cKZ,True
serving cart,White & silver,,,,False,False,False,,1300,325,White,Gray,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,False,Kitchen Things,False,Does not play music,No lighting,FtrServingcart_Remake_3_0,3_0,1606,YJt9y4i4HXxPePjKF,True
serving cart,Red,,,,False,False,False,,1300,325,Red,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,False,Kitchen Things,False,Does not play music,No lighting,FtrServingcart_Remake_4_0,4_0,1606,uYsKGgbqBwaWR6MKq,True
serving cart,Black,,,,False,False,False,,1300,325,Black,Yellow,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,False,Kitchen Things,False,Does not play music,No lighting,FtrServingcart_Remake_5_0,5_0,1606,zqrFXqZ3FCKquoe8X,True
shaded floor lamp,Yellow,,,,False,False,False,,1700,425,Yellow,Gray,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,living room,None,None,None,True,Lamp,False,Does not play music,Fluorescent,FtrLampMount_Remake_0_0,0_0,4572,584LfQkaemKeexgc9,True
shaded floor lamp,Blue,,,,False,False,False,,1700,425,Blue,Gray,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,living room,None,None,None,True,Lamp,False,Does not play music,Fluorescent,FtrLampMount_Remake_1_0,1_0,4572,qbzKhkEheCZTKoude,True
shaded floor lamp,Red,,,,False,False,False,,1700,425,Red,Gray,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,living room,None,None,None,True,Lamp,False,Does not play music,Fluorescent,FtrLampMount_Remake_2_0,2_0,4572,bdE53NNKqeQshCLWj,True
shaded floor lamp,Green,,,,False,False,False,,1700,425,Green,Gray,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,living room,None,None,None,True,Lamp,False,Does not play music,Fluorescent,FtrLampMount_Remake_3_0,3_0,4572,w6QgQJ8DXZko3cMfq,True
shaded floor lamp,Lime,,,,False,False,False,,1700,425,Green,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,living room,None,None,None,True,Lamp,False,Does not play music,Fluorescent,FtrLampMount_Remake_4_0,4_0,4572,DnNit9WY77gSp2p8h,True
shaded floor lamp,Pink,,,,False,False,False,,1700,425,Pink,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,living room,None,None,None,True,Lamp,False,Does not play music,Fluorescent,FtrLampMount_Remake_5_0,5_0,4572,qGdex2CAvzdhQacoX,True
shaded floor lamp,Purple,,,,False,False,False,,1700,425,Purple,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,living room,None,None,None,True,Lamp,False,Does not play music,Fluorescent,FtrLampMount_Remake_6_0,6_0,4572,Tr6uxAyLwQ9QtZhRv,True
shaded floor lamp,White,,,,False,False,False,,1700,425,White,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,living room,None,None,None,True,Lamp,False,Does not play music,Fluorescent,FtrLampMount_Remake_7_0,7_0,4572,ginqgQTYQjXAffTnL,True
shell arch,White,Shell color,,,True,True,False,7.0,,12360,White,Colorful,3x1,,Crafting,,1.0.0,ocean,expensive,shell,None,False,Arch,True,Does not play music,No lighting,FtrShellArch_Remake_0_0,0_0,3977,hijSDaBKCs7eiu8Xv,False
shell arch,Brown,Shell color,,,True,True,False,7.0,,12360,Brown,Brown,3x1,,Crafting,,1.0.0,ocean,expensive,shell,None,False,Arch,True,Does not play music,No lighting,FtrShellArch_Remake_1_0,1_0,3977,gTj8HEXN5WdbBHbsK,False
shell arch,Pink,Shell color,,,True,True,False,7.0,,12360,Pink,Pink,3x1,,Crafting,,1.0.0,ocean,expensive,shell,None,False,Arch,True,Does not play music,No lighting,FtrShellArch_Remake_2_0,2_0,3977,h595SqiyMd6S8yeNW,False
shell arch,Yellow,Shell color,,,True,True,False,7.0,,12360,Yellow,Yellow,3x1,,Crafting,,1.0.0,ocean,expensive,shell,None,False,Arch,True,Does not play music,No lighting,FtrShellArch_Remake_3_0,3_0,3977,EFmv6TW7jmKs26rKH,False
shell arch,Purple,Shell color,,,True,True,False,7.0,,12360,Purple,Purple,3x1,,Crafting,,1.0.0,ocean,expensive,shell,None,False,Arch,True,Does not play music,No lighting,FtrShellArch_Remake_4_0,4_0,3977,xazwr82AExanNHxRB,False
shell arch,Pearl,Shell color,,,True,True,False,7.0,,12360,White,White,3x1,,Crafting,,1.0.0,ocean,expensive,shell,None,False,Arch,True,Does not play music,No lighting,FtrShellArch_Remake_5_0,5_0,3977,3YKjQDhpKgxxeZdpR,False
shell bed,White,Shell color,,,True,True,False,7.0,,10200,White,White,2x2,,Crafting,,1.0.0,ocean,expensive,shell,None,True,Bed,True,Does not play music,No lighting,FtrShellBedW_Remake_0_0,0_0,3983,wB2bDs5c4CNXdD64T,False
shell bed,Brown,Shell color,,,True,True,False,7.0,,10200,Brown,Brown,2x2,,Crafting,,1.0.0,ocean,expensive,shell,None,True,Bed,True,Does not play music,No lighting,FtrShellBedW_Remake_1_0,1_0,3983,rM47wpyGB9LQZ5QP3,False
shell bed,Pink,Shell color,,,True,True,False,7.0,,10200,Pink,Pink,2x2,,Crafting,,1.0.0,ocean,expensive,shell,None,True,Bed,True,Does not play music,No lighting,FtrShellBedW_Remake_2_0,2_0,3983,B4zAF5gFAgx9obieZ,False
shell bed,Yellow,Shell color,,,True,True,False,7.0,,10200,Yellow,Yellow,2x2,,Crafting,,1.0.0,ocean,expensive,shell,None,True,Bed,True,Does not play music,No lighting,FtrShellBedW_Remake_3_0,3_0,3983,A7YgKpEzLEM7Hb9LS,False
shell bed,Purple,Shell color,,,True,True,False,7.0,,10200,Purple,Purple,2x2,,Crafting,,1.0.0,ocean,expensive,shell,None,True,Bed,True,Does not play music,No lighting,FtrShellBedW_Remake_4_0,4_0,3983,J3pFmsQATYKiBBYmu,False
shell bed,Pearl,Shell color,,,True,True,False,7.0,,10200,White,White,2x2,,Crafting,,1.0.0,ocean,expensive,shell,None,True,Bed,True,Does not play music,No lighting,FtrShellBedW_Remake_5_0,5_0,3983,cJ2KGFGJfXX6sgu6G,False
shell fountain,White,Shell color,,,True,True,False,7.0,,9450,White,White,1.5x1.5,,Crafting,,1.0.0,ocean,expensive,shell,None,True,Playground,True,Does not play music,No lighting,FtrShellFountain_Remake_0_0,0_0,3982,68gjWsoz8NaRqs2Wg,False
shell fountain,Brown,Shell color,,,True,True,False,7.0,,9450,Brown,Brown,1.5x1.5,,Crafting,,1.0.0,ocean,expensive,shell,None,True,Playground,True,Does not play music,No lighting,FtrShellFountain_Remake_1_0,1_0,3982,roZwMxoBbx7ijmvhn,False
shell fountain,Pink,Shell color,,,True,True,False,7.0,,9450,Pink,Pink,1.5x1.5,,Crafting,,1.0.0,ocean,expensive,shell,None,True,Playground,True,Does not play music,No lighting,FtrShellFountain_Remake_2_0,2_0,3982,fCvctLtg9Yzwi2AJo,False
shell fountain,Yellow,Shell color,,,True,True,False,7.0,,9450,Yellow,Yellow,1.5x1.5,,Crafting,,1.0.0,ocean,expensive,shell,None,True,Playground,True,Does not play music,No lighting,FtrShellFountain_Remake_3_0,3_0,3982,bseA8tHkwhS29sYC4,False
shell fountain,Purple,Shell color,,,True,True,False,7.0,,9450,Purple,Purple,1.5x1.5,,Crafting,,1.0.0,ocean,expensive,shell,None,True,Playground,True,Does not play music,No lighting,FtrShellFountain_Remake_4_0,4_0,3982,tL4Bkd2LH4u4qX6pY,False
shell fountain,Pearl,Shell color,,,True,True,False,7.0,,9450,White,White,1.5x1.5,,Crafting,,1.0.0,ocean,expensive,shell,None,True,Playground,True,Does not play music,No lighting,FtrShellFountain_Remake_5_0,5_0,3982,EXSGgdnN9a4E6P878,False
shell partition,White,Shell color,,,True,True,False,7.0,,8000,White,Beige,2x1,,Crafting,,1.0.0,ocean,None,shell,None,False,Screen,True,Does not play music,No lighting,FtrShellScreen_Remake_0_0,0_0,3978,Z8zLLiju3bFv5PqQq,False
shell partition,Brown,Shell color,,,True,True,False,7.0,,8000,Brown,Brown,2x1,,Crafting,,1.0.0,ocean,None,shell,None,False,Screen,True,Does not play music,No lighting,FtrShellScreen_Remake_1_0,1_0,3978,So2oPiYBNhtNECFrw,False
shell partition,Pink,Shell color,,,True,True,False,7.0,,8000,Pink,Pink,2x1,,Crafting,,1.0.0,ocean,None,shell,None,False,Screen,True,Does not play music,No lighting,FtrShellScreen_Remake_2_0,2_0,3978,CnsF4ycfyXihMCEz6,False
shell partition,Yellow,Shell color,,,True,True,False,7.0,,8000,Yellow,Yellow,2x1,,Crafting,,1.0.0,ocean,None,shell,None,False,Screen,True,Does not play music,No lighting,FtrShellScreen_Remake_3_0,3_0,3978,pmmiQ5oDwsfYQRtyx,False
shell partition,Purple,Shell color,,,True,True,False,7.0,,8000,Purple,Purple,2x1,,Crafting,,1.0.0,ocean,None,shell,None,False,Screen,True,Does not play music,No lighting,FtrShellScreen_Remake_4_0,4_0,3978,CL9NBivbKtRquGWAh,False
shell partition,Pearl,Shell color,,,True,True,False,7.0,,8000,White,White,2x1,,Crafting,,1.0.0,ocean,None,shell,None,False,Screen,True,Does not play music,No lighting,FtrShellScreen_Remake_5_0,5_0,3978,fgiY5nhqYcHHaYzLD,False
shell stool,White,Shell color,,,True,True,False,1.0,,600,White,Brown,1x1,,Crafting,,1.0.0,ocean,None,shell,None,True,Chair,True,Does not play music,No lighting,FtrShellStoolS_Remake_0_0,0_0,3979,x8EhK5PKEMFar49Td,False
shell stool,Brown,Shell color,,,True,True,False,1.0,,600,Brown,Orange,1x1,,Crafting,,1.0.0,ocean,None,shell,None,True,Chair,True,Does not play music,No lighting,FtrShellStoolS_Remake_1_0,1_0,3979,bA9ruYWzj6Tocov98,False
shell stool,Pink,Shell color,,,True,True,False,1.0,,600,Pink,Pink,1x1,,Crafting,,1.0.0,ocean,None,shell,None,True,Chair,True,Does not play music,No lighting,FtrShellStoolS_Remake_2_0,2_0,3979,N8DJAq2nCFyuEGEdd,False
shell stool,Yellow,Shell color,,,True,True,False,1.0,,600,Yellow,Yellow,1x1,,Crafting,,1.0.0,ocean,None,shell,None,True,Chair,True,Does not play music,No lighting,FtrShellStoolS_Remake_3_0,3_0,3979,sFNyE2EFkhCbEuW23,False
shell stool,Purple,Shell color,,,True,True,False,1.0,,600,Purple,Purple,1x1,,Crafting,,1.0.0,ocean,None,shell,None,True,Chair,True,Does not play music,No lighting,FtrShellStoolS_Remake_4_0,4_0,3979,TGcEDhGnjzRAbqsrB,False
shell stool,Pearl,Shell color,,,True,True,False,1.0,,600,White,White,1x1,,Crafting,,1.0.0,ocean,None,shell,None,True,Chair,True,Does not play music,No lighting,FtrShellStoolS_Remake_5_0,5_0,3979,xys7BedTRC9h7TbPb,False
shell table,White,Shell color,,,True,True,False,4.0,,2280,White,White,2x2,,Crafting,,1.0.0,ocean,None,shell,None,False,Table,True,Does not play music,No lighting,FtrShellTableL_Remake_0_0,0_0,3980,S5WDhgsqQEmzSPDtG,False
shell table,Brown,Shell color,,,True,True,False,4.0,,2280,Brown,Brown,2x2,,Crafting,,1.0.0,ocean,None,shell,None,False,Table,True,Does not play music,No lighting,FtrShellTableL_Remake_1_0,1_0,3980,XN9xnxSAb9TEJMABk,False
shell table,Pink,Shell color,,,True,True,False,4.0,,2280,Pink,Pink,2x2,,Crafting,,1.0.0,ocean,None,shell,None,False,Table,True,Does not play music,No lighting,FtrShellTableL_Remake_2_0,2_0,3980,KamLStHNFkjDxyvwD,False
shell table,Yellow,Shell color,,,True,True,False,4.0,,2280,Yellow,Yellow,2x2,,Crafting,,1.0.0,ocean,None,shell,None,False,Table,True,Does not play music,No lighting,FtrShellTableL_Remake_3_0,3_0,3980,vSyz5vxGYFam6MBHS,False
shell table,Purple,Shell color,,,True,True,False,4.0,,2280,Purple,Purple,2x2,,Crafting,,1.0.0,ocean,None,shell,None,False,Table,True,Does not play music,No lighting,FtrShellTableL_Remake_4_0,4_0,3980,yKEoPwwSmPPAfTMk2,False
shell table,Pearl,Shell color,,,True,True,False,4.0,,2280,White,White,2x2,,Crafting,,1.0.0,ocean,None,shell,None,False,Table,True,Does not play music,No lighting,FtrShellTableL_Remake_5_0,5_0,3980,qPMuD4vdEsEsmYKJA,False
shower booth,White,,,,False,False,False,,110000,27500,White,White,1.5x1.5,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,bathroom,None,None,None,False,Bathtub,False,Does not play music,No lighting,FtrShowerboothSquare_Remake_0_0,0_0,4015,vxmeCxPXbWQ6FqxfJ,True
shower booth,Pink,,,,False,False,False,,110000,27500,Pink,White,1.5x1.5,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,bathroom,None,None,None,False,Bathtub,False,Does not play music,No lighting,FtrShowerboothSquare_Remake_1_0,1_0,4015,xdvJADRhmAbWEPxNZ,True
shower booth,Blue,,,,False,False,False,,110000,27500,Light blue,White,1.5x1.5,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,bathroom,None,None,None,False,Bathtub,False,Does not play music,No lighting,FtrShowerboothSquare_Remake_2_0,2_0,4015,tziNu8x2bFRB2za6q,True
shower booth,Black,,,,False,False,False,,110000,27500,Gray,White,1.5x1.5,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,bathroom,None,None,None,False,Bathtub,False,Does not play music,No lighting,FtrShowerboothSquare_Remake_3_0,3_0,4015,j5oLGNGGTR2oRXnd6,True
signpost,Home,Navigation,,,True,True,False,1.0,,600,Beige,Brown,1x1,,Crafting,,1.0.0,garden,None,None,None,False,Ranch,True,Does not play music,No lighting,FtrSignpost_Remake_0_0,0_0,3588,RAqjSXzbRx6hnMQj2,False
signpost,Forest,Navigation,,,True,True,False,1.0,,600,Beige,Brown,1x1,,Crafting,,1.0.0,garden,None,None,None,False,Ranch,True,Does not play music,No lighting,FtrSignpost_Remake_1_0,1_0,3588,nzn26CFXQQf5gftH6,False
signpost,Fishing Spot,Navigation,,,True,True,False,1.0,,600,Beige,Brown,1x1,,Crafting,,1.0.0,garden,None,None,None,False,Ranch,True,Does not play music,No lighting,FtrSignpost_Remake_2_0,2_0,3588,h4Zs4JLXgHsme6iQk,False
signpost,Resident Services,Navigation,,,True,True,False,1.0,,600,Beige,Brown,1x1,,Crafting,,1.0.0,garden,None,None,None,False,Ranch,True,Does not play music,No lighting,FtrSignpost_Remake_3_0,3_0,3588,F6X2AgPxjAfwrLZXA,False
signpost,Airport,Navigation,,,True,True,False,1.0,,600,Beige,Brown,1x1,,Crafting,,1.0.0,garden,None,None,None,False,Ranch,True,Does not play music,No lighting,FtrSignpost_Remake_4_0,4_0,3588,MJdC6k2inRvsRk7gc,False
signpost,Shop,Navigation,,,True,True,False,1.0,,600,Beige,Brown,1x1,,Crafting,,1.0.0,garden,None,None,None,False,Ranch,True,Does not play music,No lighting,FtrSignpost_Remake_5_0,5_0,3588,fWqbnxXmNz4cDHuDg,False
signpost,Tailors,Navigation,,,True,True,False,1.0,,600,Beige,Brown,1x1,,Crafting,,1.0.0,garden,None,None,None,False,Ranch,True,Does not play music,No lighting,FtrSignpost_Remake_6_0,6_0,3588,YsmNnciBFKixYsYt2,False
signpost,Museum,Navigation,,,True,True,False,1.0,,600,Beige,Brown,1x1,,Crafting,,1.0.0,garden,None,None,None,False,Ranch,True,Does not play music,No lighting,FtrSignpost_Remake_7_0,7_0,3588,nGQF4yCirs9kxcYdf,False
silo,Red roof,Roof color,,,True,True,False,7.0,,13920,Red,Brown,2x2,,Crafting,,1.0.0,garden,None,None,None,False,Ranch,True,Does not play music,No lighting,FtrSilo_Remake_0_0,0_0,7247,m4S2c5LYpFsAYuowE,False
silo,Green roof,Roof color,,,True,True,False,7.0,,13920,Green,Brown,2x2,,Crafting,,1.0.0,garden,None,None,None,False,Ranch,True,Does not play music,No lighting,FtrSilo_Remake_1_0,1_0,7247,H3DbbcT7KKXEasueS,False
silo,Blue roof,Roof color,,,True,True,False,7.0,,13920,Blue,Gray,2x2,,Crafting,,1.0.0,garden,None,None,None,False,Ranch,True,Does not play music,No lighting,FtrSilo_Remake_2_0,2_0,7247,AhJbeCjLhjdnuPRBL,False
silo,Black roof,Roof color,,,True,True,False,7.0,,13920,Black,White,2x2,,Crafting,,1.0.0,garden,None,None,None,False,Ranch,True,Does not play music,No lighting,FtrSilo_Remake_3_0,3_0,7247,2TzE9DpRFugRwGLkC,False
silo,Aqua roof,Roof color,,,True,True,False,7.0,,13920,Light blue,Beige,2x2,,Crafting,,1.0.0,garden,None,None,None,False,Ranch,True,Does not play music,No lighting,FtrSilo_Remake_4_0,4_0,7247,zRfSGAmwwFeE9GMar,False
silver mic,,,,,False,False,False,,1800,450,Gray,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,concert,party,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrMikeBone,,1045,SENLSuJ86GELA7q9K,True
simple DIY workbench,,,,,True,False,False,,,1350,Brown,Colorful,1.5x1.5,,Crafting,,1.0.0,outdoors,garden,None,None,Workbench,Work Bench,True,Does not play music,No lighting,FtrWorkbenchStump,,7142,o3Jm6psSeRbrkivZ9,False
simple panel,Light gray,,Plain panel,Panel design,False,False,True,1.0,810,202,Gray,Gray,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,False,Screen,False,Does not play music,No lighting,FtrScreenSimple_Remake_0_0,0_0,5338,TD6xH3vgjuf8YgkW8,True
simple panel,Light gray,,Lined panel,Panel design,False,False,True,1.0,810,202,Gray,White,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,False,Screen,False,Does not play music,No lighting,FtrScreenSimple_Remake_0_1,0_1,5338,7HaDzAKNvhye5Erae,True
simple panel,Light gray,,Pegboard,Panel design,False,False,True,1.0,810,202,Gray,Brown,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,False,Screen,False,Does not play music,No lighting,FtrScreenSimple_Remake_0_2,0_2,5338,mPJg242ZdHyAhcveX,True
simple panel,Light gray,,Horizontal planks,Panel design,False,False,True,1.0,810,202,Gray,Brown,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,False,Screen,False,Does not play music,No lighting,FtrScreenSimple_Remake_0_3,0_3,5338,eYqmLG3yZjJGc2Gvz,True
simple panel,Light gray,,Lattice,Panel design,False,False,True,1.0,810,202,Gray,White,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,False,Screen,False,Does not play music,No lighting,FtrScreenSimple_Remake_0_4,0_4,5338,WZW2QKM2pTtb7w8jM,True
simple panel,Light gray,,Mud wall,Panel design,False,False,True,1.0,810,202,Gray,Beige,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,False,Screen,False,Does not play music,No lighting,FtrScreenSimple_Remake_0_5,0_5,5338,JiBJCz8nGnbb4MyzS,True
simple panel,Light gray,,Concrete,Panel design,False,False,True,1.0,810,202,Gray,Gray,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,False,Screen,False,Does not play music,No lighting,FtrScreenSimple_Remake_0_6,0_6,5338,2idHE6oTm6kQuYcnx,True
simple panel,Light gray,,Gold,Panel design,False,False,True,1.0,810,202,Gray,Yellow,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,False,Screen,False,Does not play music,No lighting,FtrScreenSimple_Remake_0_7,0_7,5338,HPMeS5iP2yDPb2FcH,True
simple panel,Black,,Plain panel,Panel design,False,False,True,1.0,810,202,Black,Gray,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,False,Screen,False,Does not play music,No lighting,FtrScreenSimple_Remake_1_0,1_0,5338,8KvKH9YNK8KoBLaGX,True
simple panel,Black,,Lined panel,Panel design,False,False,True,1.0,810,202,Black,White,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,False,Screen,False,Does not play music,No lighting,FtrScreenSimple_Remake_1_1,1_1,5338,EoTWNbECs76ZkdncC,True
simple panel,Black,,Pegboard,Panel design,False,False,True,1.0,810,202,Black,Brown,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,False,Screen,False,Does not play music,No lighting,FtrScreenSimple_Remake_1_2,1_2,5338,QmuKdrTZZzWi7jaGv,True
simple panel,Black,,Horizontal planks,Panel design,False,False,True,1.0,810,202,Black,Brown,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,False,Screen,False,Does not play music,No lighting,FtrScreenSimple_Remake_1_3,1_3,5338,QeGjWSTRAJSrgu43g,True
simple panel,Black,,Lattice,Panel design,False,False,True,1.0,810,202,Black,White,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,False,Screen,False,Does not play music,No lighting,FtrScreenSimple_Remake_1_4,1_4,5338,y5sdjLfXYyMpGovhN,True
simple panel,Black,,Mud wall,Panel design,False,False,True,1.0,810,202,Black,Beige,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,False,Screen,False,Does not play music,No lighting,FtrScreenSimple_Remake_1_5,1_5,5338,cnjoDGw74MBhjDrMr,True
simple panel,Black,,Concrete,Panel design,False,False,True,1.0,810,202,Black,Gray,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,False,Screen,False,Does not play music,No lighting,FtrScreenSimple_Remake_1_6,1_6,5338,eQFJ8ZwWgbvpESf5k,True
simple panel,Black,,Gold,Panel design,False,False,True,1.0,810,202,Black,Yellow,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,False,Screen,False,Does not play music,No lighting,FtrScreenSimple_Remake_1_7,1_7,5338,WJCWEoM5LyEBZGLuF,True
simple panel,White,,Plain panel,Panel design,False,False,True,1.0,810,202,White,Gray,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,False,Screen,False,Does not play music,No lighting,FtrScreenSimple_Remake_2_0,2_0,5338,NWPYZceCeodu6ZfdD,True
simple panel,White,,Lined panel,Panel design,False,False,True,1.0,810,202,White,White,1x0.5,,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,False,Screen,False,Does not play music,No lighting,FtrScreenSimple_Remake_2_1,2_1,5338,W64Tv69DGcaeKGPY7,True
