Name,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,Filename,Internal ID,Unique Entry ID,Purchasable,Achieved,Timestamp
Pecan's poster,1000,250,Brown,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlSqu03,10409,RhbivX9ib8qNhm8c2,True,0,2020-08-13
Peck's poster,1000,250,Black,Orange,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBrd17,10372,EaufFcRYaYiRuXW2T,True,0,2020-08-13
Peewee's poster,1000,250,Beige,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlGor01,10552,4FNjRX8d3sJHbZNtH,True,0,2020-08-13
Peggy's poster,1000,250,Beige,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPig11,10571,7mnXGKHRhZ3tERd83,True,0,2020-08-13
Pekoe's poster,1000,250,White,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCbr14,10390,hy3xDEftPwdwtewzn,True,0,2020-08-13
Pelly's poster,1000,250,Pink,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpPlk,10429,rx7vSdNA8cptMnTKt,True,0,2020-08-13
Penelope's poster,1000,250,Green,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlMus17,10533,doWPazS5bS3wBFgGY,True,0,2020-08-13
Pete's poster,1000,250,Purple,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpPlo,10780,iqAmPpqw5nTuuxBA2,True,0,2020-08-13
Phil's poster,1000,250,Beige,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlOst07,10673,2tD5bDewsDvAr8paW,True,0,2020-08-13
Phineas's poster,1000,250,Red,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpFsl,10796,dFmiXS9mNaiWGtraj,True,0,2020-08-13
Phoebe's poster,1000,250,Purple,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlOst10,10365,b5BRkBoBabQWQfDFB,True,0,2020-08-13
Phyllis's poster,1000,250,Light blue,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpPlm,10431,EDke5sFz22n6piqGc,True,0,2020-08-13
Pierce's poster,1000,250,Colorful,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPbr02,10542,q57YsxdMrBCg9dqih,True,0,2020-08-13
Pietro's poster,1000,250,Pink,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlShp13,10562,usRJPn5nKEnttEiEA,True,0,2020-08-13
Pinky's poster,1000,250,White,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBea01,10798,mF7EBZdy7jHJEuxdy,True,0,2020-08-13
Piper's poster,1000,250,Beige,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBrd05,10810,tJZikjCbpYe3qudyM,True,0,2020-08-13
Pippy's poster,1000,250,Brown,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRbt06,10484,r3nnNRwtnx4Ph3JRg,True,0,2020-08-13
Plucky's poster,1000,250,White,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlChn10,10626,DXzghL3rjAHowzXv5,True,0,2020-08-13
Pompom's poster,1000,250,Yellow,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDuk05,10577,CjL8Pai95uENFwfvE,True,0,2020-08-13
Pompompurin poster,1000,250,Blue,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCbr18,11122,4mfRv2QWJ4fdX5ffm,True,0,2020-08-13
Poncho's poster,1000,250,Red,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCbr02,10347,axATkjYgRYfJayEco,True,0,2020-08-13
Poppy's poster,1000,250,Beige,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlSqu15,10668,FNNpWdBszy5ehyWkh,True,0,2020-08-13
Porter's poster,1000,250,White,Purple,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpMnk,10339,gqADp6MHop7Y5re8B,True,0,2020-08-13
Portia's poster,1000,250,Green,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDog05,10550,hYpzBnyy6CvMP2YYn,True,0,2020-08-13
Prince's poster,1000,250,Blue,White,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlFlg12,10360,68H5r3uMwggsc2kmJ,True,0,2020-08-13
Puck's poster,1000,250,Pink,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPgn06,10660,6Se2MqCNcHdGWqeC5,True,0,2020-08-13
Puddles's poster,1000,250,Orange,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlFlg06,10556,tunDgBMtwSifLLdN3,True,0,2020-08-13
Pudge's poster,1000,250,Black,White,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCbr03,10676,dDSKfTya3QTyh8Gjy,True,0,2020-08-13
Punchy's poster,1000,250,Beige,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat06,10819,3r4vhGwkYtLyEqwJA,True,0,2020-08-13
Purrl's poster,1000,250,Purple,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat07,10802,BjNrvZWnP5PC6iNLH,True,0,2020-08-13
Queenie's poster,1000,250,Green,Gray,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlOst00,10543,n3Gdn5yw4h82w5op8,True,0,2020-08-13
Quillson's poster,1000,250,Black,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDuk17,10658,6YBcYo6SHaAauLbig,True,0,2020-08-13
Raddle's poster,1000,250,Red,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlFlg15,10629,MeqY2RNGciids5NpS,True,0,2020-08-13
Rasher's poster,1000,250,Gray,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPig02,10625,nrLJn9e3mYfWpDBEJ,True,0,2020-08-13
Raymond's poster,1000,250,Orange,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat23,10861,dgpJWYgReKo6wz4ze,True,0,2020-08-13
Redd's poster,1000,250,Pink,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpFox,10471,Qcucx9kPNCvZi3rgn,True,0,2020-08-13
Reese's poster,1000,250,Pink,White,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpAlw,10772,MHeBTtcqpeMayYKRP,True,0,2020-08-13
Renée's poster,1000,250,Black,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRhn08,10599,99uKcRHczGSMYQyKR,True,0,2020-08-13
Reneigh's poster,1000,250,Brown,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlHrs16,10857,j2Wy2BRT84wYdjwRq,True,0,2020-08-13
Resetti's poster,1000,250,Brown,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpMol,10313,7Jx8EuSDuPkB7dGRe,True,0,2020-08-13
Rex's poster,1000,250,White,Purple,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlLon02,10618,pbnFnNJW6Skb7ApeN,True,0,2020-08-13
Rhonda's poster,1000,250,Gray,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRhn01,10383,rDPrwQyncvtAkXSaW,True,0,2020-08-13
Ribbot's poster,1000,250,Orange,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlFlg01,10572,4Zx8Z4oBos9JWo2Nk,True,0,2020-08-13
Ricky's poster,1000,250,Purple,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlSqu10,10458,8g74W8PLgPxTjHQfC,True,0,2020-08-13
Rizzo's poster,1000,250,Blue,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlMus09,10581,2Wfu27tu8sW7yhtXh,True,0,2020-08-13
Roald's poster,1000,250,Blue,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPgn01,10328,2JqzTaAK3zFcYXsmd,True,0,2020-08-13
Robin's poster,1000,250,Green,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBrd01,10809,fkMnRaekK68Dkb82F,True,0,2020-08-13
Rocco's poster,1000,250,Pink,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlHip00,10527,GFFmrGWEBDXG9J828,True,0,2020-08-13
Rocket's poster,1000,250,Purple,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlGor09,10427,oK3iva4CM3NjutKsv,True,0,2020-08-13
Rod's poster,1000,250,Gray,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlMus05,10566,vj7Kd8rRxkczdCxd8,True,0,2020-08-13
Rodeo's poster,1000,250,Light blue,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBul01,10446,GoRjEdZ8NAYvJgLCx,True,0,2020-08-13
Rodney's poster,1000,250,White,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlHam03,10375,8eytJgiTY3dfE3fET,True,0,2020-08-13
Rolf's poster,1000,250,Light blue,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlTig00,10509,LSD8WgchGo9wgNK3J,True,0,2020-08-13
Rooney's poster,1000,250,Orange,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlKgr09,10487,dhMJ7rW6LBEJSjMLL,True,0,2020-08-13
Rory's poster,1000,250,Black,Gray,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlLon07,10557,hGEuTdFLSTDctRfQP,True,0,2020-08-13
Roscoe's poster,1000,250,Blue,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlHrs04,10690,YgRqmquNZSJoSD77K,True,0,2020-08-13
Rosie's poster,1000,250,Blue,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat02,10805,p4q894fdXqasrD3F6,True,0,2020-08-13
Rover's poster,1000,250,Orange,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpXct,10428,RciiC2AtWQhwFrmj2,True,0,2020-08-13
Rowan's poster,1000,250,White,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlTig01,10592,zAH4Wk9Sjoc5ne3mE,True,0,2020-08-13
Ruby's poster,1000,250,Brown,Colorful,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRbt09,10399,EhTjGy9tKqa7BRcNH,True,0,2020-08-13
Rudy's poster,1000,250,Brown,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat20,10549,GjGb4j72Sk8TopGDX,True,0,2020-08-13
Sable's poster,1000,250,Beige,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcSpHgs,10777,NepqxHJBZ64HNhvvk,True,0,2020-08-13
Saharah's poster,1000,250,Orange,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcSpCml,10481,DZXW3BBTPajvAKHuM,True,0,2020-08-13
Sally's poster,1000,250,Gray,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlSqu07,10575,LZoFLnj6X9CieDhBu,True,0,2020-08-13
Samson's poster,1000,250,Orange,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlMus04,10674,pn9B8vsw4LemWmLJX,True,0,2020-08-13
Sandy's poster,1000,250,White,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlOst02,10627,4ZWauJWaoKwmnoLf4,True,0,2020-08-13
Savannah's poster,1000,250,Green,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlHrs02,10363,6X7oQFBzeo7eduLSt,True,0,2020-08-13
Scoot's poster,1000,250,Gray,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDuk10,10376,SPvZRZRT9rvK6WxWD,True,0,2020-08-13
Shari's poster,1000,250,Yellow,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlMnk07,10661,XiPaZJCqNPyayrvjD,True,0,2020-08-13
Sheldon's poster,1000,250,Brown,Beige,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlSqu16,10645,H9QQe5uwwacHR2af8,True,0,2020-08-13
Shep's poster,1000,250,Light blue,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlDog18,10538,X2eFhNeeTmrgiBAYm,True,0,2020-08-13
Sherb's poster,1000,250,Red,Colorful,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlGoa09,10863,MtpEJs8aWA7FjyMdR,True,0,2020-08-13
Shrunk's poster,1000,250,Yellow,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting to Photopia with an amiibo,1.0.0,PosterNpcSpUpa,10341,b59v7Q9atMaXQHQ2m,True,0,2020-08-13
Simon's poster,1000,250,Light blue,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlMnk02,10601,KBpcAwebS8hqjKt55,True,0,2020-08-13
Skye's poster,1000,250,Orange,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlWol09,10489,Bndg4QmkodaMZK3Xy,True,0,2020-08-13
Sly's poster,1000,250,Pink,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCrd06,10368,WjYc2DZzXggCBJAhP,True,0,2020-08-13
Snake's poster,1000,250,Pink,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRbt03,10671,hspZqPbmbMm6sBz4u,True,0,2020-08-13
Snooty's poster,1000,250,Orange,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlAnt06,10815,fyBvdEE3vBQZchZEF,True,0,2020-08-13
Soleil's poster,1000,250,Brown,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlHam04,10511,hXSKWWGwXrqx8j2Ge,True,0,2020-08-13
Sparro's poster,1000,250,Orange,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBrd18,10793,39i5FbPrnb6Lmswnt,True,0,2020-08-13
Spike's poster,1000,250,White,Pink,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRhn02,10639,Koz4P4HPBqaGQGoc6,True,0,2020-08-13
Spork's poster,1000,250,Green,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPig05,10454,uro5Da2XjsZbBkpu9,True,0,2020-08-13
Sprinkle's poster,1000,250,Purple,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPgn14,10405,Fy44A4HLgaEE7FzZ5,True,0,2020-08-13
Sprocket's poster,1000,250,Pink,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlOst03,10644,ZKuhJykkuAPgQMFQ5,True,0,2020-08-13
Static's poster,1000,250,Gray,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlSqu08,10567,Bnb2HgCH9uGMZ6AKE,True,0,2020-08-13
Stella's poster,1000,250,Red,Gray,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlShp03,10609,SRT6BKWnwc6anR6R2,True,0,2020-08-13
Sterling's poster,1000,250,Colorful,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPbr07,10665,LLGB3Bpi7ogwfkTTQ,True,0,2020-08-13
Stinky's poster,1000,250,Blue,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat13,10475,skv2ujAkXaTzzzibE,True,0,2020-08-13
Stitches's poster,1000,250,Purple,Yellow,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCbr05,10524,zQfw76eKCFPrsTifN,True,0,2020-08-13
Stu's poster,1000,250,Brown,Purple,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBul03,10811,wXjvXJe2zahfKnCPo,True,0,2020-08-13
Sydney's poster,1000,250,Purple,Orange,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlKal03,10582,sJWRfm2jKjDnRL34G,True,0,2020-08-13
Sylvana's poster,1000,250,Gray,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlSqu14,10612,4rGhkCXbsJjcGfDBi,True,0,2020-08-13
Sylvia's poster,1000,250,Orange,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlKgr06,10574,vYpAatEfgag85wdWu,True,0,2020-08-13
T-Bone's poster,1000,250,Green,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBul05,10823,LkP5AroMHJ74fGFCc,True,0,2020-08-13
Tabby's poster,1000,250,Yellow,Purple,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat12,10441,CcGQqRYaXDYm5HNsT,True,0,2020-08-13
Tad's poster,1000,250,Yellow,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlFlg09,10641,RQdREf3jMXN3N8K9S,True,0,2020-08-13
Tammi's poster,1000,250,Orange,Green,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlMnk03,10476,SP6kTCmaurLMan4om,True,0,2020-08-13
Tammy's poster,1000,250,Gray,Red,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCbr17,10553,nEhjF7QncKCaM9p4h,True,0,2020-08-13
Tangy's poster,1000,250,Black,Brown,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlCat05,10786,6uuJaHwede2mokjHe,True,0,2020-08-13
Tank's poster,1000,250,Orange,Colorful,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlRhn00,10578,MDBKhCriuHzaE5AgG,True,0,2020-08-13
Tasha's poster,1000,250,Black,Gray,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlSqu13,10651,dMoK3ABwTdz23zXci,True,0,2020-08-13
Teddy's poster,1000,250,White,Light blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlBea00,10775,ixTvEwsDwk6Ds3GEP,True,0,2020-08-13
Tex's poster,1000,250,White,Black,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlPgn12,10546,Hboyp3aaRPYnz2oRS,True,0,2020-08-13
Tia's poster,1000,250,Brown,Blue,1x1,Nook's Shopping - Posters,In the Special Items section in Nook Shopping; after inviting the villager to Photopia (either through amiibo; or if the villager lives in your town),1.0.0,PosterNpcNmlElp10,10350,fuMQLKHZknMec5QCE,True,0,2020-08-13
